,Author(s),Title,Publication Date,Source,Page Numbers,Link,Category,Abstract,Countries,heatwave,heat wave,heat  wave,heat  action  plan,heat  health,heat early warning system,heat-health action plan,heat-health warning  systems,extreme heat management,heat wave management,public health heat wave alert,Presence of heatwave warning from WMO dataset
106,"PA Stott, DA Stone, MR Allen - Nature, 2004 - nature.com",Human contribution to the European heatwave of 2003,"PA Stott, DA Stone, MR Allen - Nature, 2004 - nature.com","PA Stott, DA Stone, MR Allen - Nature, 2004 - nature.com",[PDF] grandkidzfuture.com,https://www.nature.com/articles/nature03089,Academic Journal,"… We may have underestimated the FAR of a heatwave in 2003 by … Given the effects of the 
2003 heatwave, this suggests a … The 2003 heat wave in Europe: A shape of things to come? …",Italy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
107,"PA Stott, DA Stone, MR Allen - Nature, 2004 - nature.com",Human contribution to the European heatwave of 2003,"PA Stott, DA Stone, MR Allen - Nature, 2004 - nature.com","PA Stott, DA Stone, MR Allen - Nature, 2004 - nature.com",[PDF] grandkidzfuture.com,https://www.nature.com/articles/nature03089,Academic Journal,"… We may have underestimated the FAR of a heatwave in 2003 by … Given the effects of the 
2003 heatwave, this suggests a … The 2003 heat wave in Europe: A shape of things to come? …",Japan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
108,"PA Stott, DA Stone, MR Allen - Nature, 2004 - nature.com",Human contribution to the European heatwave of 2003,"PA Stott, DA Stone, MR Allen - Nature, 2004 - nature.com","PA Stott, DA Stone, MR Allen - Nature, 2004 - nature.com",[PDF] grandkidzfuture.com,https://www.nature.com/articles/nature03089,Academic Journal,"… We may have underestimated the FAR of a heatwave in 2003 by … Given the effects of the 
2003 heatwave, this suggests a … The 2003 heat wave in Europe: A shape of things to come? …",Laos,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
109,"PA Stott, DA Stone, MR Allen - Nature, 2004 - nature.com",Human contribution to the European heatwave of 2003,"PA Stott, DA Stone, MR Allen - Nature, 2004 - nature.com","PA Stott, DA Stone, MR Allen - Nature, 2004 - nature.com",[PDF] grandkidzfuture.com,https://www.nature.com/articles/nature03089,Academic Journal,"… We may have underestimated the FAR of a heatwave in 2003 by … Given the effects of the 
2003 heatwave, this suggests a … The 2003 heat wave in Europe: A shape of things to come? …",Mali,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
110,"IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer",Evaluations of heat action plans for reducing the health impacts of extreme heat: methodological developments (2012–2021) and remaining challenges,"IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer","IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer",[HTML] springer.com,https://link.springer.com/article/10.1007/s00484-022-02326-x,Academic Journal,"… In this study, we collated evaluations of heat-health action plans that assessed their 
effectiveness in reducing the adverse health outcomes of hot weather extremes. We examined 11 …",Australia,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
111,"IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer",Evaluations of heat action plans for reducing the health impacts of extreme heat: methodological developments (2012–2021) and remaining challenges,"IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer","IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer",[HTML] springer.com,https://link.springer.com/article/10.1007/s00484-022-02326-x,Academic Journal,"… In this study, we collated evaluations of heat-health action plans that assessed their 
effectiveness in reducing the adverse health outcomes of hot weather extremes. We examined 11 …",Canada,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
112,"IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer",Evaluations of heat action plans for reducing the health impacts of extreme heat: methodological developments (2012–2021) and remaining challenges,"IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer","IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer",[HTML] springer.com,https://link.springer.com/article/10.1007/s00484-022-02326-x,Academic Journal,"… In this study, we collated evaluations of heat-health action plans that assessed their 
effectiveness in reducing the adverse health outcomes of hot weather extremes. We examined 11 …",Switzerland,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
113,"IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer",Evaluations of heat action plans for reducing the health impacts of extreme heat: methodological developments (2012–2021) and remaining challenges,"IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer","IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer",[HTML] springer.com,https://link.springer.com/article/10.1007/s00484-022-02326-x,Academic Journal,"… In this study, we collated evaluations of heat-health action plans that assessed their 
effectiveness in reducing the adverse health outcomes of hot weather extremes. We examined 11 …",China,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
114,"IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer",Evaluations of heat action plans for reducing the health impacts of extreme heat: methodological developments (2012–2021) and remaining challenges,"IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer","IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer",[HTML] springer.com,https://link.springer.com/article/10.1007/s00484-022-02326-x,Academic Journal,"… In this study, we collated evaluations of heat-health action plans that assessed their 
effectiveness in reducing the adverse health outcomes of hot weather extremes. We examined 11 …",Spain,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
115,"IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer",Evaluations of heat action plans for reducing the health impacts of extreme heat: methodological developments (2012–2021) and remaining challenges,"IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer","IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer",[HTML] springer.com,https://link.springer.com/article/10.1007/s00484-022-02326-x,Academic Journal,"… In this study, we collated evaluations of heat-health action plans that assessed their 
effectiveness in reducing the adverse health outcomes of hot weather extremes. We examined 11 …",France,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
116,"IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer",Evaluations of heat action plans for reducing the health impacts of extreme heat: methodological developments (2012–2021) and remaining challenges,"IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer","IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer",[HTML] springer.com,https://link.springer.com/article/10.1007/s00484-022-02326-x,Academic Journal,"… In this study, we collated evaluations of heat-health action plans that assessed their 
effectiveness in reducing the adverse health outcomes of hot weather extremes. We examined 11 …",United Kingdom,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
117,"IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer",Evaluations of heat action plans for reducing the health impacts of extreme heat: methodological developments (2012–2021) and remaining challenges,"IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer","IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer",[HTML] springer.com,https://link.springer.com/article/10.1007/s00484-022-02326-x,Academic Journal,"… In this study, we collated evaluations of heat-health action plans that assessed their 
effectiveness in reducing the adverse health outcomes of hot weather extremes. We examined 11 …",Greenland,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
118,"IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer",Evaluations of heat action plans for reducing the health impacts of extreme heat: methodological developments (2012–2021) and remaining challenges,"IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer","IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer",[HTML] springer.com,https://link.springer.com/article/10.1007/s00484-022-02326-x,Academic Journal,"… In this study, we collated evaluations of heat-health action plans that assessed their 
effectiveness in reducing the adverse health outcomes of hot weather extremes. We examined 11 …",India,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
119,"IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer",Evaluations of heat action plans for reducing the health impacts of extreme heat: methodological developments (2012–2021) and remaining challenges,"IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer","IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer",[HTML] springer.com,https://link.springer.com/article/10.1007/s00484-022-02326-x,Academic Journal,"… In this study, we collated evaluations of heat-health action plans that assessed their 
effectiveness in reducing the adverse health outcomes of hot weather extremes. We examined 11 …",Iran,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
120,"IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer",Evaluations of heat action plans for reducing the health impacts of extreme heat: methodological developments (2012–2021) and remaining challenges,"IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer","IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer",[HTML] springer.com,https://link.springer.com/article/10.1007/s00484-022-02326-x,Academic Journal,"… In this study, we collated evaluations of heat-health action plans that assessed their 
effectiveness in reducing the adverse health outcomes of hot weather extremes. We examined 11 …",Italy,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
121,"IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer",Evaluations of heat action plans for reducing the health impacts of extreme heat: methodological developments (2012–2021) and remaining challenges,"IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer","IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer",[HTML] springer.com,https://link.springer.com/article/10.1007/s00484-022-02326-x,Academic Journal,"… In this study, we collated evaluations of heat-health action plans that assessed their 
effectiveness in reducing the adverse health outcomes of hot weather extremes. We examined 11 …",Mali,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
122,"IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer",Evaluations of heat action plans for reducing the health impacts of extreme heat: methodological developments (2012–2021) and remaining challenges,"IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer","IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer",[HTML] springer.com,https://link.springer.com/article/10.1007/s00484-022-02326-x,Academic Journal,"… In this study, we collated evaluations of heat-health action plans that assessed their 
effectiveness in reducing the adverse health outcomes of hot weather extremes. We examined 11 …",New Zealand,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
123,"IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer",Evaluations of heat action plans for reducing the health impacts of extreme heat: methodological developments (2012–2021) and remaining challenges,"IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer","IJ Dwyer, SJE Barry, I Megiddo, CJ White - International journal of …, 2022 - Springer",[HTML] springer.com,https://link.springer.com/article/10.1007/s00484-022-02326-x,Academic Journal,"… In this study, we collated evaluations of heat-health action plans that assessed their 
effectiveness in reducing the adverse health outcomes of hot weather extremes. We examined 11 …",Portugal,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
124,"JJ Hess, S Lm, K Knowlton, S Saha, P Dutta… - … of environmental and …, 2018 - hindawi.com",Building resilience to climate change: pilot evaluation of the impact of India's first heat action plan on all-cause mortality,"JJ Hess, S Lm, K Knowlton, S Saha, P Dutta… - … of environmental and …, 2018 - hindawi.com","JJ Hess, S Lm, K Knowlton, S Saha, P Dutta… - … of environmental and …, 2018 - hindawi.com",[HTML] hindawi.com,https://www.hindawi.com/journals/jeph/2018/7973519/abs/,Academic Journal,"… In low- and middle-income countries, there are very few heat action plans and there is a lack 
of … Our results indicate that that heat action plans may be effective in protecting vulnerable …",Switzerland,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
125,"JJ Hess, S Lm, K Knowlton, S Saha, P Dutta… - … of environmental and …, 2018 - hindawi.com",Building resilience to climate change: pilot evaluation of the impact of India's first heat action plan on all-cause mortality,"JJ Hess, S Lm, K Knowlton, S Saha, P Dutta… - … of environmental and …, 2018 - hindawi.com","JJ Hess, S Lm, K Knowlton, S Saha, P Dutta… - … of environmental and …, 2018 - hindawi.com",[HTML] hindawi.com,https://www.hindawi.com/journals/jeph/2018/7973519/abs/,Academic Journal,"… In low- and middle-income countries, there are very few heat action plans and there is a lack 
of … Our results indicate that that heat action plans may be effective in protecting vulnerable …",Germany,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
126,"JJ Hess, S Lm, K Knowlton, S Saha, P Dutta… - … of environmental and …, 2018 - hindawi.com",Building resilience to climate change: pilot evaluation of the impact of India's first heat action plan on all-cause mortality,"JJ Hess, S Lm, K Knowlton, S Saha, P Dutta… - … of environmental and …, 2018 - hindawi.com","JJ Hess, S Lm, K Knowlton, S Saha, P Dutta… - … of environmental and …, 2018 - hindawi.com",[HTML] hindawi.com,https://www.hindawi.com/journals/jeph/2018/7973519/abs/,Academic Journal,"… In low- and middle-income countries, there are very few heat action plans and there is a lack 
of … Our results indicate that that heat action plans may be effective in protecting vulnerable …",France,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
127,"JJ Hess, S Lm, K Knowlton, S Saha, P Dutta… - … of environmental and …, 2018 - hindawi.com",Building resilience to climate change: pilot evaluation of the impact of India's first heat action plan on all-cause mortality,"JJ Hess, S Lm, K Knowlton, S Saha, P Dutta… - … of environmental and …, 2018 - hindawi.com","JJ Hess, S Lm, K Knowlton, S Saha, P Dutta… - … of environmental and …, 2018 - hindawi.com",[HTML] hindawi.com,https://www.hindawi.com/journals/jeph/2018/7973519/abs/,Academic Journal,"… In low- and middle-income countries, there are very few heat action plans and there is a lack 
of … Our results indicate that that heat action plans may be effective in protecting vulnerable …",Greenland,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3
128,"JJ Hess, S Lm, K Knowlton, S Saha, P Dutta… - … of environmental and …, 2018 - hindawi.com",Building resilience to climate change: pilot evaluation of the impact of India's first heat action plan on all-cause mortality,"JJ Hess, S Lm, K Knowlton, S Saha, P Dutta… - … of environmental and …, 2018 - hindawi.com","JJ Hess, S Lm, K Knowlton, S Saha, P Dutta… - … of environmental and …, 2018 - hindawi.com",[HTML] hindawi.com,https://www.hindawi.com/journals/jeph/2018/7973519/abs/,Academic Journal,"… In low- and middle-income countries, there are very few heat action plans and there is a lack 
of … Our results indicate that that heat action plans may be effective in protecting vulnerable …",Hong Kong,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3
129,"JJ Hess, S Lm, K Knowlton, S Saha, P Dutta… - … of environmental and …, 2018 - hindawi.com",Building resilience to climate change: pilot evaluation of the impact of India's first heat action plan on all-cause mortality,"JJ Hess, S Lm, K Knowlton, S Saha, P Dutta… - … of environmental and …, 2018 - hindawi.com","JJ Hess, S Lm, K Knowlton, S Saha, P Dutta… - … of environmental and …, 2018 - hindawi.com",[HTML] hindawi.com,https://www.hindawi.com/journals/jeph/2018/7973519/abs/,Academic Journal,"… In low- and middle-income countries, there are very few heat action plans and there is a lack 
of … Our results indicate that that heat action plans may be effective in protecting vulnerable …",India,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
130,"JJ Hess, S Lm, K Knowlton, S Saha, P Dutta… - … of environmental and …, 2018 - hindawi.com",Building resilience to climate change: pilot evaluation of the impact of India's first heat action plan on all-cause mortality,"JJ Hess, S Lm, K Knowlton, S Saha, P Dutta… - … of environmental and …, 2018 - hindawi.com","JJ Hess, S Lm, K Knowlton, S Saha, P Dutta… - … of environmental and …, 2018 - hindawi.com",[HTML] hindawi.com,https://www.hindawi.com/journals/jeph/2018/7973519/abs/,Academic Journal,"… In low- and middle-income countries, there are very few heat action plans and there is a lack 
of … Our results indicate that that heat action plans may be effective in protecting vulnerable …",Italy,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
131,"JJ Hess, S Lm, K Knowlton, S Saha, P Dutta… - … of environmental and …, 2018 - hindawi.com",Building resilience to climate change: pilot evaluation of the impact of India's first heat action plan on all-cause mortality,"JJ Hess, S Lm, K Knowlton, S Saha, P Dutta… - … of environmental and …, 2018 - hindawi.com","JJ Hess, S Lm, K Knowlton, S Saha, P Dutta… - … of environmental and …, 2018 - hindawi.com",[HTML] hindawi.com,https://www.hindawi.com/journals/jeph/2018/7973519/abs/,Academic Journal,"… In low- and middle-income countries, there are very few heat action plans and there is a lack 
of … Our results indicate that that heat action plans may be effective in protecting vulnerable …",United States,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
132,"…, Ahmedabad Heat and Climate Study Group - International journal of …, 2014 - mdpi.com","Development and implementation of South Asia's first heat-health action plan in Ahmedabad (Gujarat, India)","…, Ahmedabad Heat and Climate Study Group - International journal of …, 2014 - mdpi.com","…, Ahmedabad Heat and Climate Study Group - International journal of …, 2014 - mdpi.com",[HTML] mdpi.com,https://www.mdpi.com/1660-4601/11/4/3473,Academic Journal,"… effort include a Heat Action Plan (HAP), and an extreme heat early warning … Heat Action 
Plan The HAP was developed as an administrative tool that would define different levels of heat …",Bangladesh,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3
133,"…, Ahmedabad Heat and Climate Study Group - International journal of …, 2014 - mdpi.com","Development and implementation of South Asia's first heat-health action plan in Ahmedabad (Gujarat, India)","…, Ahmedabad Heat and Climate Study Group - International journal of …, 2014 - mdpi.com","…, Ahmedabad Heat and Climate Study Group - International journal of …, 2014 - mdpi.com",[HTML] mdpi.com,https://www.mdpi.com/1660-4601/11/4/3473,Academic Journal,"… effort include a Heat Action Plan (HAP), and an extreme heat early warning … Heat Action 
Plan The HAP was developed as an administrative tool that would define different levels of heat …",Brazil,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
134,"…, Ahmedabad Heat and Climate Study Group - International journal of …, 2014 - mdpi.com","Development and implementation of South Asia's first heat-health action plan in Ahmedabad (Gujarat, India)","…, Ahmedabad Heat and Climate Study Group - International journal of …, 2014 - mdpi.com","…, Ahmedabad Heat and Climate Study Group - International journal of …, 2014 - mdpi.com",[HTML] mdpi.com,https://www.mdpi.com/1660-4601/11/4/3473,Academic Journal,"… effort include a Heat Action Plan (HAP), and an extreme heat early warning … Heat Action 
Plan The HAP was developed as an administrative tool that would define different levels of heat …",Canada,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
135,"…, Ahmedabad Heat and Climate Study Group - International journal of …, 2014 - mdpi.com","Development and implementation of South Asia's first heat-health action plan in Ahmedabad (Gujarat, India)","…, Ahmedabad Heat and Climate Study Group - International journal of …, 2014 - mdpi.com","…, Ahmedabad Heat and Climate Study Group - International journal of …, 2014 - mdpi.com",[HTML] mdpi.com,https://www.mdpi.com/1660-4601/11/4/3473,Academic Journal,"… effort include a Heat Action Plan (HAP), and an extreme heat early warning … Heat Action 
Plan The HAP was developed as an administrative tool that would define different levels of heat …",Switzerland,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
136,"…, Ahmedabad Heat and Climate Study Group - International journal of …, 2014 - mdpi.com","Development and implementation of South Asia's first heat-health action plan in Ahmedabad (Gujarat, India)","…, Ahmedabad Heat and Climate Study Group - International journal of …, 2014 - mdpi.com","…, Ahmedabad Heat and Climate Study Group - International journal of …, 2014 - mdpi.com",[HTML] mdpi.com,https://www.mdpi.com/1660-4601/11/4/3473,Academic Journal,"… effort include a Heat Action Plan (HAP), and an extreme heat early warning … Heat Action 
Plan The HAP was developed as an administrative tool that would define different levels of heat …",China,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
137,"…, Ahmedabad Heat and Climate Study Group - International journal of …, 2014 - mdpi.com","Development and implementation of South Asia's first heat-health action plan in Ahmedabad (Gujarat, India)","…, Ahmedabad Heat and Climate Study Group - International journal of …, 2014 - mdpi.com","…, Ahmedabad Heat and Climate Study Group - International journal of …, 2014 - mdpi.com",[HTML] mdpi.com,https://www.mdpi.com/1660-4601/11/4/3473,Academic Journal,"… effort include a Heat Action Plan (HAP), and an extreme heat early warning … Heat Action 
Plan The HAP was developed as an administrative tool that would define different levels of heat …",Georgia,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3
138,"…, Ahmedabad Heat and Climate Study Group - International journal of …, 2014 - mdpi.com","Development and implementation of South Asia's first heat-health action plan in Ahmedabad (Gujarat, India)","…, Ahmedabad Heat and Climate Study Group - International journal of …, 2014 - mdpi.com","…, Ahmedabad Heat and Climate Study Group - International journal of …, 2014 - mdpi.com",[HTML] mdpi.com,https://www.mdpi.com/1660-4601/11/4/3473,Academic Journal,"… effort include a Heat Action Plan (HAP), and an extreme heat early warning … Heat Action 
Plan The HAP was developed as an administrative tool that would define different levels of heat …",India,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
139,"…, Ahmedabad Heat and Climate Study Group - International journal of …, 2014 - mdpi.com","Development and implementation of South Asia's first heat-health action plan in Ahmedabad (Gujarat, India)","…, Ahmedabad Heat and Climate Study Group - International journal of …, 2014 - mdpi.com","…, Ahmedabad Heat and Climate Study Group - International journal of …, 2014 - mdpi.com",[HTML] mdpi.com,https://www.mdpi.com/1660-4601/11/4/3473,Academic Journal,"… effort include a Heat Action Plan (HAP), and an extreme heat early warning … Heat Action 
Plan The HAP was developed as an administrative tool that would define different levels of heat …",Oman,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3
140,"…, Ahmedabad Heat and Climate Study Group - International journal of …, 2014 - mdpi.com","Development and implementation of South Asia's first heat-health action plan in Ahmedabad (Gujarat, India)","…, Ahmedabad Heat and Climate Study Group - International journal of …, 2014 - mdpi.com","…, Ahmedabad Heat and Climate Study Group - International journal of …, 2014 - mdpi.com",[HTML] mdpi.com,https://www.mdpi.com/1660-4601/11/4/3473,Academic Journal,"… effort include a Heat Action Plan (HAP), and an extreme heat early warning … Heat Action 
Plan The HAP was developed as an administrative tool that would define different levels of heat …",Pakistan,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3
141,"…, Ahmedabad Heat and Climate Study Group - International journal of …, 2014 - mdpi.com","Development and implementation of South Asia's first heat-health action plan in Ahmedabad (Gujarat, India)","…, Ahmedabad Heat and Climate Study Group - International journal of …, 2014 - mdpi.com","…, Ahmedabad Heat and Climate Study Group - International journal of …, 2014 - mdpi.com",[HTML] mdpi.com,https://www.mdpi.com/1660-4601/11/4/3473,Academic Journal,"… effort include a Heat Action Plan (HAP), and an extreme heat early warning … Heat Action 
Plan The HAP was developed as an administrative tool that would define different levels of heat …",United States,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
142,"A Casanueva, A Burgstall, S Kotlarski… - … and public health, 2019 - mdpi.com",Overview of existing heat-health warning systems in Europe,"A Casanueva, A Burgstall, S Kotlarski… - … and public health, 2019 - mdpi.com","A Casanueva, A Burgstall, S Kotlarski… - … and public health, 2019 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/16/15/2657,Academic Journal,"… European heat-health warning systems and heat-health action … heat-health warning systems, 
such as the one currently under development in the framework of the Horizon 2020 HEAT-…",Austria,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
143,"A Casanueva, A Burgstall, S Kotlarski… - … and public health, 2019 - mdpi.com",Overview of existing heat-health warning systems in Europe,"A Casanueva, A Burgstall, S Kotlarski… - … and public health, 2019 - mdpi.com","A Casanueva, A Burgstall, S Kotlarski… - … and public health, 2019 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/16/15/2657,Academic Journal,"… European heat-health warning systems and heat-health action … heat-health warning systems, 
such as the one currently under development in the framework of the Horizon 2020 HEAT-…",Australia,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
144,"A Casanueva, A Burgstall, S Kotlarski… - … and public health, 2019 - mdpi.com",Overview of existing heat-health warning systems in Europe,"A Casanueva, A Burgstall, S Kotlarski… - … and public health, 2019 - mdpi.com","A Casanueva, A Burgstall, S Kotlarski… - … and public health, 2019 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/16/15/2657,Academic Journal,"… European heat-health warning systems and heat-health action … heat-health warning systems, 
such as the one currently under development in the framework of the Horizon 2020 HEAT-…",Belgium,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
145,"A Casanueva, A Burgstall, S Kotlarski… - … and public health, 2019 - mdpi.com",Overview of existing heat-health warning systems in Europe,"A Casanueva, A Burgstall, S Kotlarski… - … and public health, 2019 - mdpi.com","A Casanueva, A Burgstall, S Kotlarski… - … and public health, 2019 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/16/15/2657,Academic Journal,"… European heat-health warning systems and heat-health action … heat-health warning systems, 
such as the one currently under development in the framework of the Horizon 2020 HEAT-…",Belarus,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
146,"A Casanueva, A Burgstall, S Kotlarski… - … and public health, 2019 - mdpi.com",Overview of existing heat-health warning systems in Europe,"A Casanueva, A Burgstall, S Kotlarski… - … and public health, 2019 - mdpi.com","A Casanueva, A Burgstall, S Kotlarski… - … and public health, 2019 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/16/15/2657,Academic Journal,"… European heat-health warning systems and heat-health action … heat-health warning systems, 
such as the one currently under development in the framework of the Horizon 2020 HEAT-…",Canada,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
147,"A Casanueva, A Burgstall, S Kotlarski… - … and public health, 2019 - mdpi.com",Overview of existing heat-health warning systems in Europe,"A Casanueva, A Burgstall, S Kotlarski… - … and public health, 2019 - mdpi.com","A Casanueva, A Burgstall, S Kotlarski… - … and public health, 2019 - mdpi.com",[PDF] mdpi.com,https://www.mdpi.com/1660-4601/16/15/2657,Academic Journal,"… European heat-health warning systems and heat-health action … heat-health warning systems, 
such as the one currently under development in the framework of the Horizon 2020 HEAT-…",Switzerland,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
